Wavelength (nm),N2 Baseline,0.15P DMMP,0.25P DMMP,0.50P DMMP,0.15P DCP,0.25P DCP,0.50 DCP,0.15P EtOH,0.25P EtOH,0.50P EtOH,0.15P MeOH,0.25P MeOH,0.50P MeOH,0.15P Water,0.25P Water,0.50P Water
620.985,0.288691,0.162183,0.398616,0.161688,0.869157,1.44797,1.88852,-1.3714,-0.392077,3.15281,4.08302,11.2186,19.0451,1.6389,6.22709,16.6954
621.334,0.285418,0.140673,0.381044,0.145587,0.84576,1.42749,1.85742,-1.3837,-0.424959,3.08707,4.0102,11.0742,18.8077,1.62574,6.18689,16.5911
621.684,0.282098,0.119176,0.363745,0.129874,0.822369,1.40711,1.8269,-1.39619,-0.457862,3.02102,3.93748,10.9298,18.5703,1.61168,6.1456,16.4849
622.033,0.278733,0.0976939,0.346713,0.114543,0.799012,1.38682,1.79692,-1.40883,-0.490769,2.95466,3.86487,10.7855,18.3329,1.59669,6.10324,16.3767
622.382,0.275327,0.0762302,0.32994,0.0995891,0.775719,1.36658,1.7675,-1.42162,-0.523662,2.88803,3.79239,10.6414,18.0955,1.58074,6.05981,16.2666
622.732,0.271881,0.0547893,0.313417,0.085005,0.752519,1.34641,1.73861,-1.43454,-0.556524,2.82113,3.72008,10.4975,17.8584,1.56382,6.01534,16.1545
623.081,0.2684,0.033377,0.297138,0.0707843,0.729444,1.32627,1.71024,-1.44756,-0.589336,2.75397,3.64793,10.3537,17.6214,1.54591,5.96985,16.0403
623.43,0.264886,0.012,0.281095,0.05692,0.706524,1.30616,1.68237,-1.46068,-0.622078,2.68658,3.57598,10.2101,17.3847,1.527,5.92334,15.9242
623.779,0.261342,-0.00933364,0.26528,0.0434048,0.683792,1.28607,1.655,-1.47387,-0.654731,2.61898,3.50424,10.0668,17.1483,1.50708,5.87585,15.8062
624.129,0.257773,-0.0306146,0.249686,0.0302308,0.661279,1.26598,1.62809,-1.48712,-0.687275,2.55117,3.43273,9.92364,16.9123,1.48614,5.82741,15.6861
624.478,0.25418,-0.0518324,0.234308,0.0173903,0.639018,1.24589,1.60162,-1.5004,-0.71969,2.48317,3.36145,9.78074,16.6768,1.4642,5.77803,15.5642
624.827,0.250569,-0.0729753,0.219138,0.00487508,0.61704,1.22579,1.57559,-1.5137,-0.751956,2.41501,3.29044,9.63809,16.4417,1.44125,5.72774,15.4403
625.176,0.246941,-0.0940305,0.20417,-0.00732334,0.595377,1.20566,1.54996,-1.527,-0.784053,2.34669,3.2197,9.49568,16.2072,1.41729,5.67658,15.3146
625.525,0.243301,-0.114984,0.1894,-0.0192136,0.574059,1.18549,1.52471,-1.54028,-0.815963,2.27824,3.14925,9.35354,15.9732,1.39236,5.62458,15.1871
625.874,0.239653,-0.135821,0.174823,-0.0308048,0.553117,1.16528,1.49981,-1.55352,-0.847667,2.20967,3.0791,9.21167,15.7399,1.36646,5.57176,15.0578
626.223,0.235999,-0.156525,0.160434,-0.0421064,0.532578,1.14502,1.47524,-1.5667,-0.879147,2.14099,3.00927,9.07009,15.5072,1.33962,5.51816,14.9267
626.571,0.232345,-0.177081,0.146229,-0.053128,0.512471,1.12469,1.45097,-1.57982,-0.910386,2.07222,2.93977,8.92879,15.2752,1.31186,5.46381,14.794
626.92,0.228692,-0.197471,0.132206,-0.0638799,0.492821,1.10429,1.42697,-1.59284,-0.941369,2.00337,2.87061,8.7878,15.044,1.28321,5.40874,14.6596
627.269,0.225045,-0.217677,0.11836,-0.0743731,0.473652,1.08381,1.40322,-1.60577,-0.97208,1.93447,2.80182,8.64712,14.8136,1.25372,5.35298,14.5237
627.618,0.221408,-0.237682,0.104689,-0.0846187,0.454986,1.06324,1.37967,-1.61857,-1.00251,1.86552,2.7334,8.50676,14.584,1.22341,5.29657,14.3863
627.966,0.217785,-0.257468,0.0911901,-0.0946291,0.436843,1.04257,1.3563,-1.63125,-1.03264,1.79653,2.66537,8.36674,14.3553,1.19232,5.23954,14.2475
628.315,0.214178,-0.277018,0.0778608,-0.104417,0.41924,1.0218,1.33308,-1.64378,-1.06246,1.72752,2.59775,8.22707,14.1275,1.16051,5.18192,14.1073
628.663,0.210592,-0.296313,0.0646981,-0.113996,0.402192,1.00091,1.30998,-1.65616,-1.09196,1.6585,2.53055,8.08777,13.9007,1.12802,5.12374,13.9658
629.012,0.207031,-0.315338,0.0516992,-0.12338,0.38571,0.979895,1.28695,-1.66838,-1.12114,1.58948,2.46378,7.94886,13.6749,1.0949,5.06503,13.8231
629.36,0.203497,-0.334076,0.038861,-0.132586,0.369804,0.958755,1.26398,-1.68043,-1.15,1.52047,2.39747,7.81034,13.4502,1.0612,5.00583,13.6792
629.709,0.199995,-0.352511,0.02618,-0.141629,0.354479,0.93748,1.24103,-1.69231,-1.17852,1.45148,2.33162,7.67225,13.2265,1.02698,4.94616,13.5343
630.057,0.196528,-0.370631,0.0136522,-0.150528,0.339739,0.916062,1.21806,-1.704,-1.20671,1.38252,2.26626,7.5346,13.0039,0.992293,4.88606,13.3884
630.406,0.193099,-0.388423,0.00127307,-0.1593,0.325583,0.894497,1.19504,-1.71551,-1.23456,1.31359,2.2014,7.39742,12.7825,0.957192,4.82555,13.2415
630.754,0.189712,-0.405874,-0.0109625,-0.167965,0.312008,0.872779,1.17194,-1.72683,-1.26208,1.24471,2.13705,7.26072,12.5623,0.921739,4.76467,13.0938
631.102,0.186371,-0.422977,-0.0230604,-0.176545,0.299007,0.850904,1.14874,-1.73797,-1.28928,1.17588,2.07324,7.12455,12.3433,0.885991,4.70345,12.9454
631.45,0.183078,-0.439722,-0.0350274,-0.18506,0.286571,0.828868,1.12539,-1.74892,-1.31615,1.10711,2.00998,6.98891,12.1256,0.850008,4.64191,12.7962
631.799,0.179838,-0.456104,-0.0468708,-0.193535,0.274686,0.806668,1.10187,-1.75968,-1.34272,1.03839,1.94728,6.85385,11.9092,0.813848,4.58008,12.6464
632.147,0.176652,-0.472119,-0.0585992,-0.201991,0.263337,0.784303,1.07816,-1.77027,-1.36898,0.969745,1.88517,6.71939,11.6941,0.777569,4.51799,12.496
632.495,0.173525,-0.487766,-0.0702217,-0.210456,0.252505,0.761772,1.05423,-1.78069,-1.39495,0.901162,1.82365,6.58556,11.4804,0.741228,4.45568,12.3452
632.843,0.17046,-0.503044,-0.0817485,-0.218953,0.242168,0.739074,1.03005,-1.79094,-1.42064,0.832648,1.76275,6.4524,11.2681,0.70488,4.39316,12.194
633.191,0.167459,-0.517956,-0.0931907,-0.227508,0.232303,0.716212,1.0056,-1.80103,-1.44607,0.764205,1.70248,6.31993,11.0573,0.66858,4.33048,12.0424
633.539,0.164526,-0.532506,-0.10456,-0.23615,0.222883,0.693187,0.980859,-1.81097,-1.47126,0.695832,1.64285,6.1882,10.8479,0.632381,4.26765,11.8905
633.886,0.161663,-0.546702,-0.115869,-0.244904,0.213878,0.670004,0.95581,-1.82078,-1.49622,0.627531,1.58388,6.05723,10.6401,0.59633,4.20471,11.7385
634.234,0.158873,-0.560552,-0.127132,-0.253799,0.205259,0.646666,0.930437,-1.83047,-1.52098,0.559301,1.52557,5.92706,10.4337,0.560477,4.14168,11.5862
634.582,0.15616,-0.574067,-0.138361,-0.262861,0.196993,0.623181,0.904726,-1.84004,-1.54555,0.49114,1.46795,5.79772,10.229,0.524866,4.0786,11.434
634.93,0.153525,-0.58726,-0.149572,-0.272118,0.189046,0.599556,0.878665,-1.84951,-1.56996,0.423046,1.41103,5.66925,10.0258,0.489538,4.0155,11.2816
635.278,0.150972,-0.600145,-0.16078,-0.281596,0.181384,0.575798,0.852248,-1.8589,-1.59423,0.355017,1.35481,5.54168,9.82416,0.454531,3.9524,11.1294
635.625,0.148502,-0.612739,-0.171998,-0.291322,0.173969,0.551919,0.825468,-1.86822,-1.61839,0.28705,1.2993,5.41505,9.62419,0.419882,3.88933,10.9772
635.973,0.14612,-0.625059,-0.183244,-0.301322,0.166766,0.527929,0.798323,-1.87749,-1.64246,0.219143,1.24452,5.28939,9.42586,0.385621,3.82632,10.8251
636.32,0.143826,-0.637125,-0.194531,-0.311619,0.159738,0.503841,0.770815,-1.88672,-1.66647,0.15129,1.19046,5.16473,9.22918,0.351776,3.7634,10.6733
636.668,0.141623,-0.648956,-0.205875,-0.322237,0.152848,0.479667,0.742947,-1.89593,-1.69044,0.0834891,1.13715,5.0411,9.03418,0.318373,3.7006,10.5217
637.015,0.139514,-0.660574,-0.21729,-0.333197,0.146059,0.455423,0.714725,-1.90514,-1.7144,0.0157351,1.08457,4.91855,8.84085,0.28543,3.63794,10.3703
637.363,0.1375,-0.672001,-0.22879,-0.34452,0.139336,0.431124,0.68616,-1.91435,-1.73838,-0.0519762,1.03274,4.79708,8.64922,0.252967,3.57546,10.2194
637.71,0.135585,-0.683258,-0.240388,-0.356222,0.132642,0.406786,0.657265,-1.92359,-1.7624,-0.119649,0.981659,4.67675,8.45928,0.220995,3.51318,10.0688
638.058,0.133769,-0.694369,-0.252098,-0.368321,0.125944,0.382426,0.628056,-1.93288,-1.7865,-0.187288,0.931328,4.55756,8.27104,0.189525,3.45113,9.91856
638.405,0.132056,-0.705355,-0.263929,-0.380828,0.119208,0.358062,0.598551,-1.94221,-1.81069,-0.254898,0.881749,4.43955,8.08451,0.158563,3.38934,9.76882
638.752,0.130446,-0.716239,-0.275893,-0.393756,0.112403,0.333712,0.568774,-1.95162,-1.835,-0.322483,0.83292,4.32275,7.89967,0.128112,3.32782,9.61957
639.099,0.128941,-0.727043,-0.287999,-0.407111,0.1055,0.309395,0.538747,-1.96111,-1.85947,-0.390047,0.784841,4.20717,7.71652,0.0981715,3.2666,9.47084
639.446,0.127545,-0.737788,-0.300253,-0.4209,0.0984706,0.28513,0.508499,-1.9707,-1.88411,-0.457595,0.737509,4.09284,7.53507,0.0687392,3.20571,9.32267
639.794,0.126257,-0.748493,-0.312662,-0.435125,0.0912887,0.260936,0.478059,-1.9804,-1.90894,-0.52513,0.690922,3.97978,7.35529,0.0398089,3.14517,9.17507
640.141,0.12508,-0.759176,-0.32523,-0.449785,0.0839309,0.236833,0.447459,-1.99022,-1.934,-0.592657,0.645075,3.86801,7.17719,0.011372,3.085,9.02809
640.488,0.124016,-0.769856,-0.33796,-0.464876,0.0763759,0.212839,0.416731,-2.00017,-1.95931,-0.660177,0.599964,3.75754,7.00074,-0.016582,3.02521,8.88173
640.835,0.123065,-0.780548,-0.350853,-0.480391,0.0686046,0.188973,0.385913,-2.01025,-1.98488,-0.727694,0.555583,3.64839,6.82595,-0.0440661,2.96582,8.73603
641.181,0.122229,-0.791266,-0.363907,-0.49632,0.0606007,0.165254,0.35504,-2.02048,-2.01073,-0.79521,0.511926,3.54057,6.65278,-0.0710946,2.90685,8.59101
641.528,0.12151,-0.802022,-0.377119,-0.512649,0.0523501,0.141698,0.324152,-2.03087,-2.0369,-0.862727,0.468986,3.43409,6.48122,-0.0976835,2.84832,8.44668
641.875,0.120909,-0.812824,-0.390486,-0.529364,0.0438412,0.118324,0.293287,-2.04141,-2.06338,-0.930246,0.426757,3.32897,6.31126,-0.12385,2.79023,8.30306
642.222,0.120426,-0.823682,-0.404001,-0.546443,0.0350653,0.0951462,0.262485,-2.05212,-2.09021,-0.997769,0.385231,3.22521,6.14288,-0.149612,2.7326,8.16017
642.569,0.120063,-0.8346,-0.417656,-0.563865,0.0260156,0.0721812,0.231788,-2.063,-2.11739,-1.06529,0.344399,3.12282,5.97606,-0.174988,2.67543,8.01801
642.915,0.119822,-0.845581,-0.431441,-0.581604,0.0166882,0.0494427,0.201235,-2.07405,-2.14495,-1.13282,0.304254,3.0218,5.81077,-0.199998,2.61873,7.8766
643.262,0.119701,-0.856626,-0.445344,-0.599634,0.00708144,0.0269436,0.170868,-2.08527,-2.17288,-1.20035,0.264786,2.92216,5.647,-0.22466,2.56251,7.73595
643.609,0.119704,-0.867734,-0.459355,-0.617924,-0.00280412,0.00469563,0.140726,-2.09666,-2.20122,-1.26788,0.225987,2.8239,5.48472,-0.248993,2.50678,7.59606
643.955,0.119829,-0.878899,-0.473457,-0.636441,-0.0129656,-0.0172909,0.110849,-2.10823,-2.22995,-1.3354,0.187847,2.72702,5.32392,-0.273015,2.45152,7.45694
644.302,0.120079,-0.890115,-0.487637,-0.655152,-0.0233981,-0.039007,0.0812758,-2.11998,-2.25911,-1.40291,0.150357,2.63151,5.16457,-0.296745,2.39676,7.3186
644.648,0.120452,-0.901375,-0.501879,-0.674021,-0.0340946,-0.0604451,0.0520433,-2.1319,-2.28868,-1.47042,0.113508,2.53739,5.00665,-0.320199,2.34248,7.18103
644.995,0.12095,-0.912666,-0.516164,-0.693009,-0.0450462,-0.0815991,0.0231874,-2.14399,-2.31868,-1.53791,0.0772895,2.44464,4.85015,-0.343393,2.28868,7.04424
645.341,0.121573,-0.923977,-0.530476,-0.712078,-0.0562423,-0.102464,-0.00525748,-2.15626,-2.34911,-1.60537,0.0416918,2.35325,4.69505,-0.366342,2.23536,6.90822
645.687,0.122321,-0.935293,-0.544796,-0.731188,-0.0676707,-0.123037,-0.0332591,-2.16869,-2.37998,-1.67281,0.00670479,2.26323,4.54132,-0.389058,2.18253,6.77298
646.034,0.123195,-0.946597,-0.559105,-0.7503,-0.0793176,-0.143316,-0.0607871,-2.1813,-2.41129,-1.74021,-0.0276818,2.17456,4.38895,-0.411554,2.13016,6.63852
646.38,0.124193,-0.957872,-0.573387,-0.769372,-0.0911677,-0.163301,-0.0878135,-2.19407,-2.44303,-1.80757,-0.0614783,2.08723,4.23793,-0.433841,2.07827,6.50482
646.726,0.125316,-0.9691,-0.587621,-0.788363,-0.103205,-0.182991,-0.114313,-2.20701,-2.47522,-1.87488,-0.0946954,2.00124,4.08824,-0.455926,2.02684,6.37189
647.072,0.126563,-0.980259,-0.601789,-0.807233,-0.115411,-0.20239,-0.140262,-2.22011,-2.50783,-1.94213,-0.127344,1.91656,3.93986,-0.477816,1.97587,6.23972
647.418,0.127935,-0.991331,-0.615874,-0.825942,-0.127768,-0.221501,-0.16564,-2.23338,-2.54089,-2.00931,-0.159434,1.8332,3.79279,-0.499519,1.92536,6.1083
647.764,0.12943,-1.00229,-0.629859,-0.84445,-0.140257,-0.240326,-0.19043,-2.24681,-2.57436,-2.07641,-0.190978,1.75113,3.64701,-0.521036,1.87529,5.97763
648.11,0.131047,-1.01312,-0.643726,-0.86272,-0.152856,-0.258872,-0.214616,-2.2604,-2.60827,-2.14341,-0.221986,1.67035,3.50252,-0.542371,1.82567,5.8477
648.456,0.132787,-1.0238,-0.657461,-0.880714,-0.165546,-0.277143,-0.238187,-2.27415,-2.64258,-2.21032,-0.252471,1.59083,3.35931,-0.563524,1.77648,5.71851
648.802,0.134647,-1.03431,-0.671049,-0.898396,-0.178304,-0.295147,-0.261133,-2.28807,-2.6773,-2.27711,-0.282443,1.51255,3.21737,-0.584494,1.72772,5.59004
649.148,0.136627,-1.04462,-0.684476,-0.915734,-0.191108,-0.31289,-0.283447,-2.30215,-2.71242,-2.34378,-0.311914,1.4355,3.0767,-0.605281,1.6794,5.4623
649.494,0.138726,-1.05472,-0.697731,-0.932696,-0.203937,-0.330378,-0.305125,-2.3164,-2.74793,-2.4103,-0.340898,1.35966,2.93729,-0.62588,1.6315,5.33528
649.84,0.140941,-1.06459,-0.710802,-0.949252,-0.216768,-0.34762,-0.326166,-2.33081,-2.7838,-2.47668,-0.369404,1.28502,2.79915,-0.646288,1.58401,5.20897
650.185,0.143272,-1.0742,-0.72368,-0.965375,-0.229576,-0.364621,-0.346571,-2.3454,-2.82004,-2.54289,-0.397447,1.21154,2.66228,-0.666499,1.53695,5.08336
650.531,0.145717,-1.08356,-0.736358,-0.981041,-0.242341,-0.381389,-0.366344,-2.36016,-2.85662,-2.60892,-0.425039,1.1392,2.52667,-0.686507,1.4903,4.95846
650.877,0.148274,-1.09263,-0.748829,-0.996226,-0.255037,-0.39793,-0.38549,-2.3751,-2.89353,-2.67476,-0.452192,1.068,2.39233,-0.706307,1.44406,4.83426
651.222,0.15094,-1.10141,-0.761089,-1.01091,-0.267643,-0.414251,-0.404018,-2.39021,-2.93075,-2.74039,-0.478918,0.997895,2.25927,-0.725891,1.39823,4.71077
651.568,0.153715,-1.1099,-0.773133,-1.02508,-0.280135,-0.430357,-0.421938,-2.40552,-2.96826,-2.8058,-0.505231,0.928871,2.12749,-0.745252,1.35282,4.58796
651.913,0.156594,-1.11807,-0.784961,-1.03873,-0.292489,-0.446251,-0.439261,-2.42101,-3.00605,-2.87098,-0.531143,0.860904,1.99699,-0.764384,1.30781,4.46586
652.259,0.159577,-1.12592,-0.796572,-1.05183,-0.304684,-0.461938,-0.456,-2.43669,-3.04408,-2.93591,-0.556668,0.79397,1.86778,-0.783277,1.26321,4.34447
652.604,0.16266,-1.13346,-0.807966,-1.06438,-0.316696,-0.477421,-0.472172,-2.45257,-3.08236,-3.00058,-0.581817,0.728045,1.73988,-0.801926,1.21902,4.22378
652.949,0.16584,-1.14068,-0.819147,-1.07638,-0.328503,-0.4927,-0.487791,-2.46866,-3.12083,-3.06498,-0.606603,0.663106,1.61328,-0.820324,1.17524,4.1038
653.295,0.169115,-1.14758,-0.830119,-1.08782,-0.340084,-0.507776,-0.502875,-2.48494,-3.1595,-3.12908,-0.63104,0.599128,1.48801,-0.838464,1.13187,3.98453
653.64,0.172481,-1.15417,-0.840884,-1.09871,-0.351416,-0.522647,-0.517441,-2.50144,-3.19832,-3.19288,-0.655138,0.536089,1.36407,-0.85634,1.0889,3.866
653.985,0.175936,-1.16045,-0.851451,-1.10904,-0.36248,-0.537311,-0.531507,-2.51814,-3.23729,-3.25636,-0.678911,0.473965,1.24146,-0.873947,1.04633,3.7482
654.33,0.179476,-1.16644,-0.861825,-1.11882,-0.373255,-0.551763,-0.545093,-2.53506,-3.27636,-3.31952,-0.70237,0.412734,1.12021,-0.891281,1.00417,3.63115
654.675,0.183098,-1.17213,-0.872013,-1.12806,-0.383722,-0.565998,-0.558217,-2.55218,-3.31551,-3.38233,-0.725527,0.352374,1.00032,-0.908337,0.962406,3.51486
655.021,0.186797,-1.17755,-0.882024,-1.13678,-0.393861,-0.580009,-0.570896,-2.56952,-3.35473,-3.44478,-0.748393,0.292863,0.881805,-0.925113,0.921036,3.39934
655.366,0.190571,-1.18272,-0.891866,-1.14497,-0.403655,-0.593788,-0.58315,-2.58706,-3.39398,-3.50686,-0.77098,0.234181,0.764673,-0.941606,0.880056,3.28461
655.711,0.194415,-1.18764,-0.901549,-1.15266,-0.413086,-0.607323,-0.594996,-2.60481,-3.43323,-3.56857,-0.793298,0.176308,0.648936,-0.957815,0.839459,3.17068
656.055,0.198325,-1.19233,-0.91108,-1.15986,-0.42214,-0.620605,-0.60645,-2.62277,-3.47246,-3.62988,-0.815358,0.119226,0.534605,-0.97374,0.799237,3.05758
656.4,0.202298,-1.19683,-0.920469,-1.16659,-0.430801,-0.633619,-0.617529,-2.64091,-3.51164,-3.69079,-0.83717,0.0629175,0.421691,-0.98938,0.759379,2.94532
656.745,0.206329,-1.20114,-0.929726,-1.17286,-0.439054,-0.646351,-0.628247,-2.65925,-3.55075,-3.75129,-0.858743,0.00736627,0.310205,-1.00474,0.719876,2.83392
657.09,0.210414,-1.20529,-0.938858,-1.1787,-0.446889,-0.658787,-0.638617,-2.67776,-3.58976,-3.81136,-0.880088,-0.0474427,0.200157,-1.01981,0.680713,2.72339
657.435,0.214549,-1.2093,-0.947874,-1.18413,-0.454294,-0.670909,-0.648651,-2.69644,-3.62864,-3.871,-0.901213,-0.101523,0.0915569,-1.03461,0.641878,2.61376
657.779,0.218728,-1.2132,-0.956782,-1.18916,-0.461258,-0.6827,-0.65836,-2.71527,-3.66737,-3.93019,-0.922128,-0.154886,-0.0155866,-1.04913,0.603353,2.50505
658.124,0.222948,-1.21701,-0.965588,-1.19383,-0.467773,-0.69414,-0.667752,-2.73424,-3.70593,-3.98893,-0.942842,-0.207544,-0.121264,-1.06337,0.565121,2.39727
658.469,0.227204,-1.22076,-0.974298,-1.19815,-0.473832,-0.705211,-0.676833,-2.75334,-3.7443,-4.04721,-0.963361,-0.259505,-0.225467,-1.07735,0.527162,2.29044
658.813,0.231492,-1.22446,-0.982919,-1.20214,-0.47943,-0.715893,-0.685609,-2.77254,-3.78245,-4.10502,-0.983696,-0.310776,-0.328187,-1.09107,0.489456,2.18459
659.158,0.235805,-1.22814,-0.991454,-1.20583,-0.484563,-0.726164,-0.69408,-2.79182,-3.82036,-4.16235,-1.00385,-0.361365,-0.429417,-1.10452,0.45198,2.07974
659.502,0.240141,-1.23182,-0.999906,-1.20924,-0.489227,-0.736003,-0.702249,-2.81116,-3.85802,-4.2192,-1.02384,-0.411275,-0.529149,-1.11772,0.414712,1.97588
659.847,0.244493,-1.23552,-1.00828,-1.2124,-0.493421,-0.745388,-0.710112,-2.83055,-3.89541,-4.27555,-1.04367,-0.46051,-0.627377,-1.13067,0.377625,1.87306
660.191,0.248858,-1.23927,-1.01657,-1.21532,-0.497146,-0.754299,-0.717667,-2.84994,-3.93251,-4.33141,-1.06334,-0.50907,-0.724094,-1.14337,0.340696,1.77127
660.535,0.25323,-1.24308,-1.02478,-1.21802,-0.500402,-0.762713,-0.724905,-2.86933,-3.96932,-4.38676,-1.08286,-0.556956,-0.819294,-1.15584,0.303897,1.67054
660.88,0.257604,-1.24696,-1.03291,-1.22053,-0.503194,-0.770609,-0.73182,-2.88868,-4.00581,-4.44161,-1.10224,-0.604167,-0.912973,-1.16806,0.267203,1.57087
661.224,0.261975,-1.25093,-1.04096,-1.22285,-0.505525,-0.777965,-0.738399,-2.90796,-4.04199,-4.49594,-1.12149,-0.650699,-1.00512,-1.18006,0.230587,1.47227
661.568,0.26634,-1.25501,-1.04891,-1.22502,-0.507399,-0.784761,-0.744631,-2.92715,-4.07783,-4.54975,-1.14061,-0.696549,-1.09574,-1.19183,0.194024,1.37476
661.912,0.270692,-1.25919,-1.05677,-1.22705,-0.508824,-0.790976,-0.7505,-2.94621,-4.11335,-4.60304,-1.1596,-0.741709,-1.18482,-1.20338,0.157486,1.27834
662.256,0.275027,-1.2635,-1.06453,-1.22895,-0.509807,-0.79659,-0.75599,-2.96512,-4.14853,-4.65581,-1.17848,-0.786174,-1.27236,-1.21471,0.12095,1.18302
662.6,0.27934,-1.26794,-1.07218,-1.23074,-0.510356,-0.801584,-0.761081,-2.98385,-4.18338,-4.70804,-1.19725,-0.829935,-1.35836,-1.22582,0.0843917,1.0888
662.944,0.283627,-1.27251,-1.07972,-1.23242,-0.51048,-0.805942,-0.765753,-3.00237,-4.21788,-4.75974,-1.21591,-0.872983,-1.4428,-1.23672,0.0477885,0.995678
663.288,0.287883,-1.27721,-1.08712,-1.23401,-0.510188,-0.809644,-0.769985,-3.02064,-4.25206,-4.81091,-1.23447,-0.915308,-1.52569,-1.24742,0.01112,0.90366
663.632,0.292103,-1.28203,-1.09439,-1.23552,-0.509491,-0.812677,-0.773752,-3.03864,-4.2859,-4.86153,-1.25293,-0.956897,-1.60702,-1.2579,-0.0256323,0.812742
663.976,0.296282,-1.28698,-1.1015,-1.23695,-0.508398,-0.815025,-0.777031,-3.05634,-4.31942,-4.91162,-1.27129,-0.997739,-1.68679,-1.26818,-0.0624847,0.722921
664.32,0.300417,-1.29205,-1.10845,-1.23832,-0.506921,-0.816676,-0.779796,-3.07372,-4.35262,-4.96117,-1.28955,-1.03782,-1.765,-1.27826,-0.0994506,0.63419
664.664,0.304502,-1.29722,-1.11522,-1.23962,-0.50507,-0.817617,-0.782022,-3.09075,-4.38552,-5.01017,-1.30772,-1.07713,-1.84163,-1.28813,-0.136541,0.546544
