Wavelength (nm),N2 Baseline,0.15P DMMP,0.25P DMMP,0.50P DMMP,0.15P DCP,0.25P DCP,0.50 DCP,0.15P EtOH,0.25P EtOH,0.50P EtOH,0.15P MeOH,0.25P MeOH,0.50P MeOH,0.15P Water,0.25P Water,0.50P Water
449.747,0.380784,-3.32302,-4.0027,-4.14727,-0.211355,0.38764,0.916651,-3.4839,-4.35773,-8.39445,0.340698,2.827,2.09669,-0.851504,-1.07665,-3.84704
450.117,0.380763,-3.32275,-4.00231,-4.1471,-0.211357,0.387838,0.916868,-3.48356,-4.35704,-8.3937,0.341311,2.82765,2.09778,-0.851681,-1.07629,-3.84638
450.486,0.380699,-3.32196,-4.00114,-4.14659,-0.211361,0.388433,0.917518,-3.48254,-4.35498,-8.39147,0.343149,2.82957,2.10103,-0.852208,-1.0752,-3.84441
450.855,0.380592,-3.32063,-3.99919,-4.14575,-0.211366,0.389424,0.918597,-3.48084,-4.35153,-8.38774,0.346205,2.83278,2.10644,-0.853083,-1.07339,-3.84114
451.225,0.380442,-3.31879,-3.99648,-4.14458,-0.211367,0.390808,0.9201,-3.47847,-4.34672,-8.38252,0.350466,2.83726,2.11399,-0.854301,-1.07088,-3.83656
451.594,0.38025,-3.31644,-3.99301,-4.14308,-0.211359,0.392583,0.92202,-3.47543,-4.34053,-8.37583,0.355917,2.84299,2.12365,-0.855853,-1.06766,-3.83068
451.963,0.380015,-3.31359,-3.98881,-4.14126,-0.211335,0.394746,0.924346,-3.47172,-4.33298,-8.36765,0.362537,2.84997,2.1354,-0.85773,-1.06375,-3.82353
452.332,0.379739,-3.31026,-3.98388,-4.13913,-0.211287,0.397293,0.927067,-3.46737,-4.32407,-8.35801,0.370301,2.85816,2.14919,-0.859919,-1.05917,-3.81511
452.701,0.37942,-3.30646,-3.97826,-4.13669,-0.211206,0.400217,0.93017,-3.46237,-4.31381,-8.3469,0.37918,2.86756,2.165,-0.862408,-1.05394,-3.80543
453.07,0.37906,-3.30221,-3.97196,-4.13396,-0.211081,0.403515,0.93364,-3.45673,-4.3022,-8.33433,0.38914,2.87812,2.18276,-0.865179,-1.04808,-3.79452
453.439,0.378658,-3.29754,-3.96502,-4.13095,-0.210901,0.407179,0.937459,-3.45048,-4.28926,-8.32032,0.400146,2.88983,2.20242,-0.868216,-1.04161,-3.7824
453.809,0.378215,-3.29246,-3.95745,-4.12766,-0.210655,0.411203,0.941609,-3.44361,-4.275,-8.30487,0.412157,2.90265,2.22393,-0.871499,-1.03455,-3.76909
454.177,0.377731,-3.28701,-3.9493,-4.1241,-0.210328,0.415577,0.946071,-3.43616,-4.25942,-8.28799,0.425129,2.91655,2.24721,-0.875008,-1.02693,-3.7546
454.546,0.377207,-3.28119,-3.94058,-4.1203,-0.20991,0.420294,0.950824,-3.42812,-4.24254,-8.2697,0.439017,2.93148,2.27221,-0.87872,-1.01878,-3.73898
454.915,0.376643,-3.27504,-3.93134,-4.11625,-0.209387,0.425343,0.955847,-3.41953,-4.22437,-8.25001,0.453771,2.9474,2.29886,-0.882612,-1.01012,-3.72224
455.284,0.37604,-3.26859,-3.92161,-4.11197,-0.208746,0.430715,0.961118,-3.41039,-4.20494,-8.22893,0.469341,2.96428,2.32706,-0.886658,-1.00098,-3.70442
455.653,0.375397,-3.26184,-3.91141,-4.10748,-0.207974,0.436399,0.966614,-3.40073,-4.18426,-8.20648,0.485674,2.98207,2.35675,-0.890835,-0.991395,-3.68553
456.022,0.374716,-3.25484,-3.90079,-4.10277,-0.20706,0.442382,0.972313,-3.39056,-4.16235,-8.18267,0.502716,3.00071,2.38785,-0.895114,-0.981386,-3.66562
456.39,0.373996,-3.2476,-3.88977,-4.09786,-0.205992,0.448652,0.97819,-3.37991,-4.13922,-8.15752,0.520411,3.02017,2.42027,-0.89947,-0.970981,-3.64472
456.759,0.373238,-3.24015,-3.87839,-4.09276,-0.204759,0.455197,0.984224,-3.36879,-4.11491,-8.13104,0.538703,3.04039,2.45393,-0.903876,-0.960206,-3.62286
457.128,0.372443,-3.2325,-3.86667,-4.08748,-0.203352,0.462002,0.990392,-3.35723,-4.08944,-8.10325,0.557536,3.06132,2.48874,-0.908302,-0.949087,-3.60006
457.496,0.371611,-3.22467,-3.85465,-4.08201,-0.201762,0.469055,0.996671,-3.34524,-4.06282,-8.07416,0.576853,3.08291,2.52462,-0.912723,-0.937648,-3.57637
457.865,0.370742,-3.21668,-3.84234,-4.07637,-0.199981,0.476339,1.00304,-3.33285,-4.0351,-8.04379,0.596599,3.10511,2.56148,-0.917111,-0.92591,-3.55182
458.234,0.369837,-3.20855,-3.82978,-4.07055,-0.198003,0.48384,1.00948,-3.32008,-4.00629,-8.01216,0.616719,3.12786,2.59924,-0.921438,-0.913895,-3.52643
458.602,0.368896,-3.20028,-3.81698,-4.06455,-0.195824,0.491544,1.01597,-3.30695,-3.97643,-7.97929,0.637159,3.15111,2.63781,-0.925678,-0.90162,-3.50026
458.971,0.36792,-3.19189,-3.80397,-4.05838,-0.193441,0.499435,1.0225,-3.29347,-3.94554,-7.94519,0.657867,3.1748,2.67711,-0.929804,-0.889103,-3.47332
459.339,0.36691,-3.18338,-3.79075,-4.05203,-0.190851,0.507498,1.02904,-3.27967,-3.91367,-7.90988,0.678793,3.1989,2.71706,-0.933793,-0.876358,-3.44566
459.707,0.365864,-3.17476,-3.77735,-4.04549,-0.188054,0.515717,1.03558,-3.26558,-3.88084,-7.87338,0.699889,3.22333,2.75758,-0.93762,-0.863398,-3.4173
460.076,0.364785,-3.16602,-3.76376,-4.03876,-0.185051,0.524078,1.04212,-3.25119,-3.84708,-7.8357,0.72111,3.24806,2.79859,-0.941262,-0.850233,-3.38828
460.444,0.363672,-3.15717,-3.75,-4.03181,-0.181845,0.532565,1.04862,-3.23655,-3.81244,-7.79687,0.742413,3.27303,2.84003,-0.944696,-0.836872,-3.35863
460.812,0.362525,-3.14819,-3.73607,-4.02465,-0.17844,0.541166,1.0551,-3.22165,-3.77694,-7.75689,0.763759,3.29821,2.88182,-0.947904,-0.823319,-3.32838
461.181,0.361345,-3.13909,-3.72197,-4.01726,-0.17484,0.549866,1.06154,-3.20651,-3.74062,-7.71579,0.785112,3.32353,2.92389,-0.950866,-0.809581,-3.29756
461.549,0.360133,-3.12985,-3.70768,-4.00961,-0.171053,0.558652,1.06793,-3.19116,-3.70352,-7.67358,0.806439,3.34896,2.96618,-0.953565,-0.795659,-3.26621
461.917,0.358888,-3.12045,-3.69321,-4.00168,-0.167084,0.567512,1.07428,-3.17559,-3.66568,-7.63027,0.827712,3.37446,3.00864,-0.955986,-0.781554,-3.23436
462.285,0.35761,-3.11088,-3.67854,-3.99346,-0.162942,0.576436,1.08057,-3.15983,-3.62712,-7.58589,0.848905,3.39999,3.0512,-0.958115,-0.767266,-3.20202
462.653,0.356301,-3.10111,-3.66365,-3.98493,-0.158636,0.585413,1.08682,-3.14387,-3.58788,-7.54045,0.869997,3.42551,3.09382,-0.959939,-0.752793,-3.16924
463.021,0.35496,-3.09114,-3.64853,-3.97605,-0.154175,0.594435,1.09303,-3.12773,-3.54801,-7.49396,0.890971,3.45098,3.13645,-0.961449,-0.738132,-3.13603
463.389,0.353588,-3.08092,-3.63316,-3.96679,-0.149569,0.603496,1.0992,-3.11142,-3.50752,-7.44644,0.911812,3.47638,3.17904,-0.962636,-0.72328,-3.10242
463.757,0.352184,-3.07044,-3.61751,-3.95713,-0.144826,0.612588,1.10533,-3.09493,-3.46645,-7.3979,0.93251,3.50168,3.22156,-0.963494,-0.708233,-3.06845
464.125,0.35075,-3.05967,-3.60156,-3.94704,-0.139957,0.621708,1.11145,-3.07827,-3.42484,-7.34836,0.953059,3.52684,3.26397,-0.964017,-0.692986,-3.03412
464.493,0.349284,-3.04857,-3.58527,-3.93648,-0.13497,0.630853,1.11757,-3.06144,-3.38272,-7.29782,0.973456,3.55185,3.30623,-0.964203,-0.677536,-2.99947
464.861,0.347788,-3.03712,-3.56862,-3.92543,-0.129874,0.640024,1.12369,-3.04443,-3.34011,-7.2463,0.993701,3.57668,3.34832,-0.964049,-0.661878,-2.96451
465.229,0.346261,-3.02529,-3.55157,-3.91384,-0.124677,0.649221,1.12983,-3.02725,-3.29703,-7.19382,1.0138,3.60132,3.39021,-0.963556,-0.64601,-2.92927
465.596,0.344704,-3.01303,-3.53409,-3.90168,-0.119387,0.658446,1.13602,-3.00988,-3.25353,-7.14038,1.03375,3.62575,3.43188,-0.962725,-0.629928,-2.89377
465.964,0.343117,-3.00033,-3.51615,-3.88891,-0.114008,0.667706,1.14228,-2.99232,-3.20961,-7.08599,1.05357,3.64994,3.4733,-0.961559,-0.613632,-2.85802
466.332,0.341501,-2.98713,-3.4977,-3.8755,-0.108546,0.677006,1.14861,-2.97456,-3.1653,-7.03067,1.07326,3.67389,3.51447,-0.960061,-0.597121,-2.82204
466.699,0.339854,-2.97342,-3.47872,-3.86142,-0.103005,0.686355,1.15506,-2.95659,-3.12061,-6.97443,1.09285,3.69759,3.55536,-0.958238,-0.580397,-2.78585
467.067,0.338178,-2.95916,-3.45916,-3.84662,-0.0973856,0.695764,1.16164,-2.9384,-3.07558,-6.91727,1.11234,3.72102,3.59595,-0.956093,-0.563462,-2.74946
467.435,0.336473,-2.94431,-3.43899,-3.83107,-0.0916893,0.705245,1.16839,-2.91997,-3.0302,-6.85921,1.13174,3.74417,3.63623,-0.953635,-0.546321,-2.71289
467.802,0.334739,-2.92884,-3.41817,-3.81474,-0.0859148,0.714812,1.17532,-2.90129,-2.9845,-6.80025,1.15108,3.76704,3.6762,-0.950871,-0.52898,-2.67615
468.17,0.332977,-2.91273,-3.39668,-3.79759,-0.0800591,0.724479,1.18246,-2.88235,-2.93849,-6.7404,1.17037,3.78961,3.71583,-0.947809,-0.511448,-2.63925
468.537,0.331186,-2.89594,-3.37446,-3.77958,-0.0741177,0.734265,1.18985,-2.86312,-2.89217,-6.67967,1.18962,3.81188,3.75511,-0.944457,-0.493736,-2.6022
468.904,0.329367,-2.87844,-3.3515,-3.7607,-0.0680845,0.744187,1.19752,-2.8436,-2.84555,-6.61808,1.20886,3.83384,3.79404,-0.940825,-0.475855,-2.565
469.272,0.327521,-2.86022,-3.32775,-3.74089,-0.0619516,0.754265,1.20549,-2.82376,-2.79864,-6.55562,1.22809,3.85548,3.83258,-0.93692,-0.45782,-2.52767
469.639,0.325648,-2.84125,-3.3032,-3.72014,-0.0557096,0.76452,1.21379,-2.80359,-2.75144,-6.49231,1.24734,3.87679,3.87074,-0.932752,-0.439647,-2.4902
470.006,0.323748,-2.8215,-3.27781,-3.69842,-0.0493474,0.774973,1.22246,-2.78306,-2.70395,-6.42815,1.26661,3.89775,3.90849,-0.928329,-0.421354,-2.45261
470.374,0.321822,-2.80096,-3.25156,-3.6757,-0.0428528,0.785647,1.23152,-2.76217,-2.65618,-6.36315,1.28591,3.91837,3.94581,-0.923659,-0.40296,-2.4149
470.741,0.31987,-2.77961,-3.22443,-3.65195,-0.0362119,0.796563,1.241,-2.74089,-2.60812,-6.29733,1.30526,3.93861,3.98269,-0.918752,-0.384487,-2.37706
471.108,0.317894,-2.75743,-3.1964,-3.62717,-0.0294101,0.807746,1.25094,-2.71921,-2.55977,-6.23068,1.32467,3.95847,4.0191,-0.913614,-0.365955,-2.3391
471.475,0.315894,-2.73442,-3.16745,-3.60132,-0.0224314,0.819218,1.26135,-2.69711,-2.51113,-6.16322,1.34412,3.97794,4.05501,-0.908253,-0.347389,-2.30102
471.842,0.31387,-2.71057,-3.13757,-3.57439,-0.0152591,0.831002,1.27226,-2.67457,-2.4622,-6.09495,1.36364,3.99698,4.0904,-0.902675,-0.328813,-2.2628
472.209,0.311824,-2.68586,-3.10674,-3.54637,-0.00787605,0.843121,1.28371,-2.65159,-2.41297,-6.02588,1.38321,4.01559,4.12523,-0.896886,-0.310251,-2.22445
472.576,0.309756,-2.6603,-3.07497,-3.51725,-0.000264433,0.855598,1.29571,-2.62814,-2.36344,-5.95603,1.40284,4.03373,4.15947,-0.890891,-0.291727,-2.18596
472.943,0.307668,-2.63389,-3.04224,-3.48702,0.00759371,0.868454,1.30829,-2.60422,-2.31361,-5.8854,1.42251,4.05139,4.19309,-0.884695,-0.273267,-2.14732
473.31,0.30556,-2.60662,-3.00856,-3.45566,0.0157164,0.88171,1.32146,-2.57981,-2.26346,-5.81399,1.44223,4.06854,4.22604,-0.878301,-0.254894,-2.10852
473.677,0.303433,-2.57851,-2.97393,-3.42319,0.0241214,0.895385,1.33525,-2.55491,-2.213,-5.74183,1.46197,4.08514,4.25828,-0.871712,-0.236632,-2.06955
474.044,0.301289,-2.54955,-2.93835,-3.3896,0.0328263,0.909497,1.34967,-2.52951,-2.16223,-5.66892,1.48173,4.10118,4.28977,-0.864931,-0.218503,-2.03039
474.411,0.299129,-2.51976,-2.90184,-3.35489,0.041848,0.924065,1.36474,-2.5036,-2.11113,-5.59527,1.50149,4.1166,4.32045,-0.857958,-0.200529,-1.99103
474.778,0.296954,-2.48916,-2.86441,-3.31906,0.0512026,0.939103,1.38047,-2.47718,-2.05971,-5.52089,1.52122,4.13139,4.35029,-0.850794,-0.182729,-1.95145
475.145,0.294766,-2.45774,-2.82607,-3.28214,0.0609053,0.954626,1.39688,-2.45024,-2.00797,-5.4458,1.54092,4.1455,4.37921,-0.843439,-0.165119,-1.91163
475.511,0.292566,-2.42555,-2.78684,-3.24412,0.0709704,0.970645,1.41397,-2.42279,-1.95591,-5.37,1.56055,4.1589,4.40718,-0.835892,-0.147716,-1.87156
475.878,0.290355,-2.39258,-2.74674,-3.20502,0.0814108,0.987172,1.43174,-2.39482,-1.90352,-5.29352,1.58009,4.17156,4.43413,-0.828151,-0.130531,-1.8312
476.245,0.288136,-2.35886,-2.7058,-3.16486,0.0922381,1.00422,1.45021,-2.36635,-1.85081,-5.21637,1.59953,4.18342,4.46,-0.820214,-0.113575,-1.79055
476.611,0.285909,-2.32442,-2.66405,-3.12366,0.103462,1.02178,1.46938,-2.33737,-1.79778,-5.13855,1.61882,4.19446,4.48474,-0.812078,-0.0968534,-1.74957
476.978,0.283678,-2.28927,-2.62151,-3.08144,0.115093,1.03988,1.48925,-2.30789,-1.74444,-5.06009,1.63795,4.20463,4.50829,-0.803738,-0.0803703,-1.70823
477.344,0.281442,-2.25345,-2.57821,-3.03823,0.127136,1.0585,1.50982,-2.27793,-1.69078,-4.98101,1.65689,4.2139,4.53058,-0.795192,-0.0641257,-1.66651
477.711,0.279205,-2.21698,-2.5342,-2.99405,0.139597,1.07766,1.53108,-2.24749,-1.63683,-4.90131,1.6756,4.22223,4.55156,-0.786433,-0.0481159,-1.62438
478.077,0.276967,-2.1799,-2.4895,-2.94892,0.152481,1.09736,1.55304,-2.21658,-1.58258,-4.82103,1.69408,4.22958,4.57116,-0.777456,-0.0323337,-1.58181
478.444,0.274732,-2.14222,-2.44415,-2.90289,0.165789,1.11759,1.57569,-2.18523,-1.52805,-4.74017,1.71228,4.23591,4.58933,-0.768256,-0.0167683,-1.53876
478.81,0.272501,-2.10398,-2.3982,-2.85599,0.179522,1.13834,1.59903,-2.15344,-1.47325,-4.65875,1.73019,4.24121,4.60602,-0.758826,-0.00140497,-1.4952
479.176,0.270276,-2.06522,-2.35167,-2.80824,0.19368,1.15962,1.62304,-2.12124,-1.41818,-4.57681,1.74779,4.24542,4.62116,-0.749159,0.0137748,-1.45111
479.542,0.268058,-2.02596,-2.30463,-2.7597,0.20826,1.18143,1.64772,-2.08865,-1.36287,-4.49435,1.76505,4.24853,4.63471,-0.739249,0.028793,-1.40643
479.909,0.265851,-1.98624,-2.2571,-2.71038,0.223259,1.20374,1.67307,-2.05568,-1.30733,-4.41141,1.78194,4.25051,4.64662,-0.729087,0.0436756,-1.36114
480.275,0.263657,-1.94608,-2.20913,-2.66035,0.238672,1.22657,1.69908,-2.02236,-1.25157,-4.328,1.79847,4.25134,4.65685,-0.718666,0.0584518,-1.3152
480.641,0.261477,-1.90553,-2.16077,-2.60962,0.254494,1.2499,1.72574,-1.98872,-1.19561,-4.24414,1.81461,4.251,4.66534,-0.707976,0.0731543,-1.26858
481.007,0.259313,-1.86461,-2.11205,-2.55825,0.270717,1.27372,1.75304,-1.95477,-1.13947,-4.15987,1.83035,4.24947,4.67208,-0.697011,0.087819,-1.22122
481.373,0.257168,-1.82336,-2.06303,-2.50629,0.287335,1.29803,1.78097,-1.92055,-1.08317,-4.0752,1.84569,4.24675,4.67701,-0.685759,0.102485,-1.1731
481.739,0.255044,-1.78181,-2.01375,-2.45376,0.30434,1.32281,1.80954,-1.88609,-1.02672,-3.99017,1.86061,4.24283,4.68013,-0.674213,0.117193,-1.12418
482.105,0.252943,-1.73999,-1.96425,-2.40072,0.321723,1.34807,1.83874,-1.85141,-0.970156,-3.90479,1.87511,4.2377,4.68141,-0.662362,0.131989,-1.07441
482.471,0.250867,-1.69794,-1.91457,-2.3472,0.339476,1.3738,1.86856,-1.81654,-0.913486,-3.81911,1.88921,4.23137,4.68084,-0.650197,0.146917,-1.02376
482.837,0.248818,-1.65568,-1.86477,-2.29327,0.357591,1.39999,1.899,-1.78151,-0.856736,-3.73313,1.90289,4.22386,4.6784,-0.637708,0.162028,-0.972183
483.203,0.246799,-1.61325,-1.81487,-2.23894,0.376058,1.42663,1.93007,-1.74637,-0.799926,-3.6469,1.91617,4.21517,4.67411,-0.624883,0.177369,-0.919651
483.569,0.244811,-1.57068,-1.76493,-2.18428,0.394871,1.45373,1.96175,-1.71113,-0.743079,-3.56044,1.92906,4.20532,4.66796,-0.611714,0.192993,-0.86612
483.935,0.242857,-1.52799,-1.71498,-2.12932,0.414021,1.48129,1.99407,-1.67583,-0.686217,-3.47377,1.94157,4.19435,4.65997,-0.598189,0.208951,-0.811554
484.3,0.240938,-1.48521,-1.66506,-2.07411,0.433501,1.50929,2.02701,-1.6405,-0.629363,-3.38694,1.95371,4.18227,4.65016,-0.584297,0.225296,-0.755916
484.666,0.239057,-1.44237,-1.61522,-2.01869,0.453306,1.53775,2.0606,-1.60519,-0.572538,-3.29997,1.96551,4.16914,4.63857,-0.570028,0.24208,-0.699172
485.032,0.237216,-1.3995,-1.56547,-1.9631,0.47343,1.56668,2.09483,-1.56992,-0.515766,-3.21288,1.97699,4.15498,4.62522,-0.555371,0.259356,-0.641285
485.397,0.235415,-1.35661,-1.51587,-1.90737,0.493869,1.59606,2.12972,-1.53472,-0.459068,-3.12572,1.98817,4.13985,4.61018,-0.540315,0.277176,-0.582225
485.763,0.233658,-1.31374,-1.46644,-1.85156,0.514619,1.62592,2.16528,-1.49964,-0.402466,-3.03851,1.99908,4.1238,4.59349,-0.524851,0.295591,-0.521958
486.129,0.231946,-1.2709,-1.41722,-1.79568,0.535678,1.65626,2.20153,-1.4647,-0.345984,-2.95128,2.00974,4.1069,4.57521,-0.508967,0.314651,-0.460456
486.494,0.23028,-1.22812,-1.36822,-1.7398,0.557046,1.68709,2.23848,-1.42994,-0.289641,-2.86406,2.02018,4.0892,4.55542,-0.492655,0.334403,-0.397691
486.86,0.228662,-1.18541,-1.31949,-1.68392,0.578722,1.71843,2.27615,-1.39539,-0.23346,-2.77688,2.03044,4.07077,4.53419,-0.475904,0.354896,-0.333637
487.225,0.227094,-1.1428,-1.27104,-1.6281,0.600709,1.7503,2.31456,-1.36109,-0.177461,-2.68978,2.04055,4.0517,4.51162,-0.458706,0.376172,-0.268269
487.591,0.225578,-1.10029,-1.2229,-1.57236,0.623008,1.7827,2.35373,-1.32708,-0.121666,-2.60278,2.05053,4.03205,4.4878,-0.441053,0.398274,-0.201567
487.956,0.224113,-1.0579,-1.17509,-1.51673,0.645624,1.81566,2.39368,-1.29337,-0.0660941,-2.51592,2.06043,4.01193,4.46283,-0.422936,0.421241,-0.133511
488.321,0.222703,-1.01565,-1.12763,-1.46124,0.668561,1.8492,2.43443,-1.26,-0.0107655,-2.42922,2.07027,3.99141,4.43682,-0.404351,0.445109,-0.0640853
488.686,0.221348,-0.97355,-1.08053,-1.40591,0.691825,1.88334,2.47601,-1.22701,0.0443007,-2.34272,2.08009,3.97059,4.4099,-0.385291,0.469911,0.00672527
489.052,0.220048,-0.931604,-1.03381,-1.35077,0.715422,1.9181,2.51843,-1.19442,0.0990857,-2.25644,2.08993,3.94957,4.38218,-0.365751,0.495678,0.0789316
489.417,0.218806,-0.889823,-0.987475,-1.29585,0.739361,1.95351,2.56172,-1.16226,0.153571,-2.17043,2.0998,3.92846,4.3538,-0.34573,0.522434,0.152542
489.782,0.217623,-0.848215,-0.941545,-1.24115,0.763647,1.98959,2.6059,-1.13056,0.20774,-2.08469,2.10976,3.90735,4.32489,-0.325224,0.550204,0.227563
490.147,0.216498,-0.806786,-0.896023,-1.18671,0.788291,2.02636,2.65099,-1.09933,0.261575,-1.99927,2.11982,3.88637,4.29561,-0.304234,0.579007,0.303997
490.512,0.215433,-0.765539,-0.850915,-1.13254,0.813299,2.06385,2.697,-1.06861,0.31506,-1.91419,2.13002,3.86561,4.2661,-0.282761,0.608856,0.381844
490.877,0.214429,-0.724478,-0.806225,-1.07865,0.838682,2.10208,2.74396,-1.03842,0.368179,-1.82949,2.14039,3.84521,4.23651,-0.260809,0.639764,0.4611
491.242,0.213486,-0.683604,-0.761953,-1.02506,0.864446,2.14107,2.79188,-1.00877,0.420918,-1.74518,2.15095,3.82527,4.20701,-0.238382,0.671737,0.541761
491.607,0.212604,-0.642917,-0.718102,-0.971781,0.890601,2.18086,2.84078,-0.979679,0.473262,-1.66129,2.16174,3.80592,4.17777,-0.215487,0.70478,0.623815
491.972,0.211785,-0.602417,-0.674667,-0.918825,0.917153,2.22144,2.89065,-0.951168,0.525198,-1.57785,2.17276,3.78728,4.14894,-0.192132,0.738891,0.707252
492.337,0.211027,-0.562103,-0.631646,-0.866201,0.944109,2.26286,2.94152,-0.923247,0.576714,-1.49489,2.18406,3.76947,4.12069,-0.16833,0.774067,0.792057
492.702,0.210333,-0.52197,-0.589033,-0.813919,0.971476,2.30511,2.99337,-0.895927,0.627797,-1.41242,2.19564,3.75262,4.09321,-0.144092,0.810298,0.878211
493.067,0.209701,-0.482017,-0.546822,-0.761986,0.999258,2.34822,3.04623,-0.869216,0.678437,-1.33048,2.20753,3.73685,4.06666,-0.119434,0.847572,0.965693
493.432,0.209132,-0.442238,-0.505004,-0.710409,1.02746,2.3922,3.10007,-0.843121,0.728625,-1.24909,2.21975,3.72229,4.04123,-0.0943725,0.885874,1.05448
493.796,0.208626,-0.402629,-0.46357,-0.659194,1.05608,2.43705,3.1549,-0.817644,0.77835,-1.16827,2.23231,3.70907,4.01709,-0.0689273,0.925183,1.14454
494.161,0.208182,-0.363185,-0.42251,-0.608347,1.08512,2.48278,3.21069,-0.792788,0.827606,-1.08804,2.24523,3.69731,3.99442,-0.0431197,0.965476,1.23585
494.526,0.207801,-0.3239,-0.381812,-0.557874,1.11458,2.52939,3.26745,-0.768551,0.876385,-1.00842,2.25852,3.68713,3.97339,-0.016973,1.00673,1.32838
494.89,0.207483,-0.28477,-0.341464,-0.507779,1.14446,2.57689,3.32514,-0.744929,0.924681,-0.929431,2.27219,3.67865,3.95419,0.00948725,1.0489,1.42209
495.255,0.207226,-0.245787,-0.301453,-0.458067,1.17475,2.62526,3.38375,-0.721917,0.972489,-0.851097,2.28625,3.672,3.93698,0.0362338,1.09198,1.51695
495.619,0.207031,-0.206948,-0.261766,-0.408745,1.20545,2.67449,3.44324,-0.699506,1.0198,-0.773433,2.30072,3.6673,3.92195,0.0632376,1.13591,1.6129
495.984,0.206898,-0.168248,-0.22239,-0.359816,1.23654,2.72457,3.50358,-0.677686,1.06662,-0.696458,2.3156,3.66466,3.90926,0.0904678,1.18066,1.70993
496.348,0.206825,-0.129681,-0.18331,-0.311287,1.26802,2.77549,3.56473,-0.656445,1.11295,-0.620189,2.3309,3.66418,3.89908,0.117892,1.22618,1.80797
496.713,0.206812,-0.0912444,-0.144514,-0.263164,1.29987,2.82721,3.62666,-0.635769,1.15877,-0.544643,2.34663,3.66599,3.89158,0.145477,1.27244,1.90698
497.077,0.206858,-0.0529351,-0.105987,-0.215453,1.33208,2.87971,3.68932,-0.615641,1.20409,-0.469834,2.36279,3.67019,3.88691,0.173187,1.31938,2.00693
497.441,0.206964,-0.0147511,-0.0677162,-0.168162,1.36462,2.93297,3.75266,-0.596043,1.24892,-0.395778,2.37938,3.67687,3.88524,0.200986,1.36696,2.10774
497.806,0.207128,0.0233086,-0.0296892,-0.1213,1.39749,2.98693,3.81663,-0.576958,1.29324,-0.322488,2.39642,3.68614,3.88671,0.228838,1.41512,2.20939
498.17,0.207349,0.0612435,0.00810641,-0.0748753,1.43065,3.04157,3.88117,-0.558363,1.33707,-0.249979,2.4139,3.69807,3.89148,0.256705,1.46382,2.31181
498.534,0.207626,0.099052,0.0456822,-0.0288977,1.46409,3.09684,3.94621,-0.540239,1.38041,-0.178263,2.43184,3.71276,3.89967,0.284549,1.513,2.41495
498.898,0.20796,0.136731,0.0830487,0.0166217,1.49777,3.15269,4.01171,-0.522562,1.42326,-0.107352,2.45023,3.73029,3.91143,0.312332,1.5626,2.51876
499.262,0.208348,0.174276,0.120216,0.0616711,1.53168,3.20908,4.07759,-0.50531,1.46561,-0.0372571,2.46909,3.75072,3.92688,0.340017,1.61256,2.62318
499.626,0.20879,0.211682,0.157192,0.106238,1.56579,3.26594,4.14379,-0.48846,1.50748,0.0320111,2.48841,3.77413,3.94615,0.367564,1.66283,2.72816
499.99,0.209284,0.248939,0.193985,0.150308,1.60005,3.32321,4.21023,-0.471987,1.54888,0.100442,2.50819,3.80056,3.96935,0.394936,1.71336,2.83363
500.354,0.209831,0.28604,0.230601,0.193867,1.63446,3.38085,4.27685,-0.45587,1.58979,0.168027,2.52846,3.83008,3.99657,0.422097,1.76407,2.93956
500.718,0.210429,0.322973,0.267045,0.236901,1.66896,3.43878,4.34357,-0.440084,1.63023,0.234758,2.5492,3.86272,4.02793,0.449011,1.81492,3.04586
501.082,0.211076,0.359726,0.303322,0.279392,1.70353,3.49694,4.41031,-0.424607,1.6702,0.300624,2.57042,3.89852,4.06351,0.475642,1.86584,3.1525
501.446,0.211772,0.396284,0.339433,0.321325,1.73814,3.55526,4.47701,-0.409419,1.70971,0.36562,2.59214,3.93751,4.1034,0.501956,1.91678,3.25942
501.81,0.212516,0.432632,0.375381,0.362683,1.77275,3.61367,4.54358,-0.394496,1.74875,0.429739,2.61435,3.97971,4.14766,0.527922,1.96768,3.36655
502.174,0.213306,0.468753,0.411164,0.403449,1.80732,3.67211,4.60996,-0.379821,1.78733,0.492972,2.63706,4.02512,4.19636,0.553507,2.01847,3.47385
502.538,0.214142,0.504629,0.446782,0.443606,1.84182,3.7305,4.67605,-0.365375,1.82544,0.555315,2.66028,4.07376,4.24956,0.578684,2.06911,3.58126
502.901,0.215022,0.54024,0.482232,0.483135,1.87622,3.78877,4.7418,-0.351141,1.86309,0.616762,2.68401,4.12562,4.30731,0.603424,2.11953,3.68872
503.265,0.215945,0.575566,0.51751,0.522021,1.91048,3.84685,4.80712,-0.337103,1.90029,0.677308,2.70825,4.18068,4.36963,0.627702,2.1697,3.79619
503.629,0.216909,0.610584,0.55261,0.560247,1.94456,3.90467,4.87194,-0.32325,1.93701,0.736947,2.73302,4.23892,4.43657,0.651494,2.21954,3.90362
503.992,0.217915,0.645273,0.587526,0.597797,1.97843,3.96216,4.93618,-0.309569,1.97327,0.795677,2.75832,4.30032,4.50813,0.674778,2.26902,4.01095
504.356,0.21896,0.679609,0.622251,0.634655,2.01206,4.01925,4.99978,-0.296051,2.00905,0.853492,2.78415,4.36482,4.58433,0.697535,2.31808,4.11814
